REGION,DIVISION,STATEFP,STATENS,GEOID,STUSPS,NAME,LSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,sand,silt,clay,npp,temp,h2o,sat,soc,climate,Temperature,Moisture,texture,soil.class,State,MaizeNrate,MaizeYield,WheatNrate,WheatYield,SoybeanNrate,SoybeanYield
2,3,17,1779784,17,IL,Illinois,0,G4000,A,143780567633,6214824948,40.1028754,-89.1526108,40.1610263625593,37.052465936019,22.7865077014218,1.6080239180705,-1.8824740628937,0.36033358251879,0.426194627228506,60.5005707898976,Warm Moist,Warm,Moist,Lo,Silty,Illinois,185.1454933,12101.57721,101.2574545,4680.663384,6.336530252,3907.277911
2,3,18,448508,18,IN,Indiana,0,G4000,A,92789302676,1538002829,39.9013136,-86.2919129,42.6012752757353,35.04296875,22.3557559742647,1.79028006117134,-1.51171982140445,0.357348391895785,0.427902908325195,60.6188093739397,Warm Moist,Warm,Moist,Lo,Silty,Indiana,174.2919436,10808.56637,105.6089405,4788.264842,7.9318713,3631.549178
2,4,19,1779785,19,IA,Iowa,0,G4000,A,144661267977,1084180812,42.0700243,-93.4933473,40.8548320484582,36.8742772577093,22.2708906938326,1.36889361915084,-4.05387416810191,0.342273969219645,0.425178799398145,75.6188560057317,Cool Moist,Cool,Moist,Lo,Silty,Iowa,155.8689302,12440.5218,89.36711605,4051.867369,2.439713594,3826.576819
2,4,20,481813,20,KS,Kansas,0,G4000,A,211755344060,1344141205,38.4985464,-98.3834298,38.7569615924562,38.167664725344,23.0753736821998,1.1172772414692,-1.26953612313932,0.250199712329097,0.42478205383598,44.4153236181705,Warm Dry,Warm,Dry,Lo,Silty,Kansas,157.9723892,8586.596278,62.16599462,3120.442256,6.788605819,2804.362976
3,6,21,1779786,21,KY,Kentucky,0,G4000,A,102279490672,2375337755,37.5336844,-85.2929801,45.9480633802817,30.7251870598592,23.3267495598592,2.79081427967045,0.362564574156455,0.348522457858207,0.432614235945151,34.4405259380878,Warm Moist,Warm,Moist,Lo,Silty,Kentucky,169.3303208,10708.13834,110.3554097,5003.467756,10.15488752,3349.095353
3,7,22,1629543,22,LA,Louisiana,0,G4000,A,111897594374,23753621895,30.8634368,-91.7987173,41.3055308948864,28.8720259232955,29.8224431818182,4.90671106631106,9.88117937879129,0.33834869177504,0.434303422624415,67.6703596927903,Warm Moist,Warm,Moist,ClLo,Clayey,Louisiana,158.2949921,10770.90586,72.30949224,3278.481896,3.698800088,3268.39426
1,1,23,1779787,23,ME,Maine,0,G4000,A,79887426037,11746549764,45.4092843,-68.666616,74.8435251798561,19.3637870953237,5.79268772482014,1.42219679347045,-0.839247116082006,0.364688265023472,0.408595592032234,104.800409618899,Cool Moist,Cool,Moist,SaLo,Sandy,Maine,,,,,,
3,5,24,1714934,24,MD,Maryland,0,G4000,A,25151100280,6979966958,38.9466584,-76.6744939,48.4163602941177,30.9111519607843,20.672487745098,2.59525980201422,-0.0692130230805453,0.34128991821233,0.426536934048522,58.8596581477745,Warm Moist,Warm,Moist,Lo,Silty,Maryland,146.6719333,9980.035147,99.97250825,4532.711381,5.169687051,3012.840799
1,1,25,606926,25,MA,Massachusetts,0,G4000,A,20205125364,7129925486,42.1565196,-71.4895915,71.7362804878049,19.7267530487805,8.53696646341464,1.76193997336597,-1.03453408681401,0.321601566745014,0.411900943663062,108.30648073336,Cool Moist,Cool,Moist,SaLo,Sandy,Massachusetts,,,,,,
2,3,26,1779789,26,MI,Michigan,0,G4000,A,146600952990,103885855702,44.8441768,-85.6604907,67.2619884910486,20.4216751918159,12.3163363171356,0.825299394840989,-1.60277598426508,0.318884173241418,0.415589524973994,87.3516031543312,Cool Moist,Cool,Moist,SaLo,Sandy,Michigan,144.4624285,9766.625591,110.3363275,5326.272127,7.375183206,3093.541892
2,4,27,662849,27,MN,Minnesota,0,G4000,A,206228939448,18945217189,46.3159573,-94.1996043,36.5600282485876,40.4755031779661,22.9644685734463,0.975035843960309,-6.10942736587955,0.310707928644399,0.416929893709172,96.7984241415552,Cool Moist,Cool,Moist,Lo,Silty,Minnesota,149.2148262,11674.7581,126.3196273,4059.26497,4.064943935,3261.669169
3,6,28,1779790,28,MS,Mississippi,0,G4000,A,121533519481,3926919758,32.6864714,-89.6561377,40.3602221385542,26.6105986445783,33.0291792168675,4.84594627460801,6.47425614925752,0.332909631082811,0.439648735551949,32.7025232257613,Warm Moist,Warm,Moist,ClLo,Clayey,Mississippi,164.0142751,11160.06446,74.16358179,3362.545535,1.053597601,3375.995717
2,4,29,1779791,29,MO,Missouri,0,G4000,A,178050802184,2489425460,38.35075,-92.4567826,43.7031560019841,32.9619915674603,23.3348524305556,2.22548628373752,-0.927618133819788,0.32898068853787,0.430289156323387,41.3401629811242,Warm Moist,Warm,Moist,Lo,Silty,Missouri,186.479303,9666.197564,99.6322242,4209.90701,4.027582318,3086.816801
4,8,30,767982,30,MT,Montana,0,G4000,A,376962738765,3869208832,47.0511771,-109.6348174,38.0725977151545,41.0246451192043,20.9027571656412,0.20066287368536,-6.91656349132018,0.213397722648478,0.419826778620201,37.0256565748569,Cool Dry,Cool,Dry,Lo,Silty,Montana,84.86677899,5774.611532,72.16396334,2495.008787,,
2,4,31,1779792,31,NE,Nebraska,0,G4000,A,198956658395,1371829134,41.5433053,-99.8118646,51.8265885416667,30.7522916666667,17.4211197916667,0.671299767941236,-5.05319864670436,0.201390512784322,0.419328811518351,40.0047981818517,Cool Dry,Cool,Dry,Lo,Silty,Nebraska,168.825939,11524.11606,49.13426259,3281.844442,6.284223988,3940.903367
4,8,32,1779793,32,NV,Nevada,0,G4000,A,284329506470,2047206072,39.3310928,-116.6151469,47.9824047528742,31.8774597797696,20.1401354673562,0.173496033273253,-1.33871509091292,0.201124476310076,0.42759137615232,16.5410411518973,Cool Dry,Cool,Dry,Lo,Silty,Nevada,,,137.8700985,6250.972149,,
1,1,33,1779794,33,NH,New Hampshire,0,G4000,A,23189413166,1026675248,43.6726907,-71.5843145,80.51875,13.802734375,5.678515625,1.62110193371773,-1.36729003787041,0.326758170127869,0.408956001281738,111.306019306183,Cool Moist,Cool,Moist,LoSa,Sandy,New Hampshire,,,,,,
1,2,34,1779795,34,NJ,New Jersey,0,G4000,A,19047825980,3544860246,40.1072744,-74.6652012,54.5892137096774,26.7200100806452,18.6907762096774,2.18705986007567,-0.13287238169822,0.346824736364426,0.424925854590631,64.567281969132,Warm Moist,Warm,Moist,SaLo,Sandy,New Jersey,139.2922133,9477.895014,90.7762241,4115.755735,4.373462929,2548.809515
4,8,35,897535,35,NM,New Mexico,0,G4000,A,314196306401,728776523,34.4346843,-106.1316181,46.4797433046784,33.0269097476402,20.4933469476814,0.605160368665079,1.43163625264769,0.162783494764898,0.426567673948717,18.4328660145222,Warm Dry,Warm,Dry,Lo,Silty,New Mexico,145.0114963,9867.053617,36.19182791,1640.922221,,
1,2,36,1779796,36,NY,New York,0,G4000,A,122049149763,19246994695,42.9133974,-75.5962723,53.4886264534884,29.8437136627907,16.6676598837209,1.70666288026544,-1.66090921339427,0.34929644021877,0.42087626186637,84.318441945453,Cool Moist,Cool,Moist,SaLo,Sandy,New York,91.73024219,9415.127497,99.67585392,4519.261199,5.285081851,3080.09171
3,5,37,1027616,37,NC,North Carolina,0,G4000,A,125923656064,13466071395,35.53971,-79.1308636,47.5005817819149,29.5834857047872,22.9159325132979,4.29795832710063,3.91333885658334,0.313839117738795,0.432048901699959,59.3617417837711,Warm Moist,Warm,Moist,Lo,Silty,North Carolina,148.3106751,7632.530025,69.04426831,3523.94772,12.74778374,2353.781874
2,4,38,1779797,38,ND,North Dakota,0,G4000,A,178707534813,4403267548,47.442174,-100.4608258,30.5250294378444,45.8670577288502,23.6079128333055,0.385659775470157,-8.44973100198282,0.266540375412316,0.416689967319883,69.4667860623953,Cool Dry,Cool,Dry,Lo,Silty,North Dakota,148.4563854,8900.433861,100.4840691,3035.706109,6.370155708,2353.781874
2,3,39,1085497,39,OH,Ohio,0,G4000,A,105828882568,10268850702,40.4149297,-82.7119975,44.6619140625,32.72685546875,22.61123046875,1.74927284233272,-1.68619698062539,0.354328067786992,0.430014203548431,53.8412021398544,Warm Moist,Warm,Moist,Lo,Silty,Ohio,183.2512593,10544.9428,92.20847089,4734.464113,5.671493469,3483.597174
3,7,40,1102857,40,OK,Oklahoma,0,G4000,A,177662925723,3374587997,35.5900512,-97.4868149,41.7844818310379,35.9059246392851,22.309593529677,2.02998089680418,2.78522171886241,0.250099750388353,0.426046363486618,31.4839522076435,Warm Dry,Warm,Dry,Lo,Silty,Oklahoma,119.3669696,8122.116654,63.02531181,2246.180417,3.369528167,1963.726592
4,9,41,1155107,41,OR,Oregon,0,G4000,A,248606993270,6192386935,43.9717125,-120.6229578,44.2235637626263,34.2849392361111,21.4914970012626,0.750129890223645,-1.14661663799486,0.308563680096407,0.425351400664358,48.0917447444164,Cool Dry,Cool,Dry,Lo,Silty,Oregon,195.9315637,13331.82054,67.72540323,3973.183804,,
1,2,42,1779798,42,PA,Pennsylvania,0,G4000,A,115884442321,3394589990,40.9024957,-77.8334514,44.4659301035503,34.6317954881657,20.902274408284,2.18106835128288,-2.0585518900812,0.363438073699996,0.426161841894748,47.203767807526,Cool Moist,Cool,Moist,Lo,Silty,Pennsylvania,111.6738734,9164.057431,101.7524342,4613.412474,5.296621331,3086.816801
1,1,44,1219835,44,RI,Rhode Island,0,G4000,A,2677779902,1323670487,41.5974187,-71.5272723,66.25,23.359375,10.390625,1.7948285539945,-0.119624017116924,0.3231563915809,0.413611106872559,100.414123535156,Cool Moist,Cool,Moist,SaLo,Sandy,Rhode Island,,,,,,
3,5,45,1779799,45,SC,South Carolina,0,G4000,A,77864918488,5075218778,33.8741776,-80.8542639,48.0178267045455,29.5031960227273,22.4789772727273,5.13477328473871,6.0367391131141,0.288847766952081,0.43161766503074,41.7875792329962,Warm Moist,Warm,Moist,Lo,Silty,South Carolina,108.6663757,7394.013461,71.19703851,3228.043713,3.473383487,2024.252412
2,4,46,1785534,46,SD,South Dakota,0,G4000,A,196346981786,3382720225,44.4467957,-100.2381762,31.6046073645871,37.7384698986694,30.6569227367435,0.417476495274821,-7.87963308031495,0.214733261161962,0.427693190059146,52.6815305690508,Cool Dry,Cool,Dry,ClLo,Clayey,South Dakota,138.8955476,9653.644061,84.34011434,3026.290981,5.352051643,3039.741163
3,6,47,1325873,47,TN,Tennessee,0,G4000,A,106802728188,2350123465,35.860803,-86.3499896,46.4772418478261,27.4649569746377,26.0578011775362,3.74174982568492,1.85596751626851,0.327702607149663,0.436515578117924,30.3483850886856,Warm Moist,Warm,Moist,SaClLo,Sandy,Tennessee,152.5757092,10381.74725,101.7524342,4613.412474,15.7367131,3140.61753
3,7,48,1779801,48,TX,Texas,0,G4000,A,676653171537,19006305260,31.4347032,-99.2818238,41.3320798928173,30.2166372253492,28.4512828818335,1.65142135690918,8.50639247400326,0.221295844784099,0.431983209852356,32.6129473968105,Warm Dry,Warm,Dry,ClLo,Clayey,Texas,143.9356297,8071.902641,39.73034357,2111.678596,3.542620367,2064.602958
4,8,49,1455989,49,UT,Utah,0,G4000,A,212886221680,6998824394,39.3349925,-111.6563326,36.5193140833229,43.2454102449293,20.2352756717478,0.201267625981321,-2.92790620220013,0.220356979049169,0.424778281480838,24.7011284415539,Cool Dry,Cool,Dry,Lo,Silty,Utah,156.6345551,10657.92433,79.02871275,3583.128522,,
1,1,50,1779802,50,VT,Vermont,0,G4000,A,23874175944,1030416650,44.0685773,-72.6691839,78.2668585526316,15.0318667763158,6.70127467105263,1.71701713612205,-1.79191518457312,0.325670192116185,0.410161774283961,111.195357473273,Cool Moist,Cool,Moist,LoSa,Sandy,Vermont,,,,,,
3,5,51,1779803,51,VA,Virginia,0,G4000,A,102257717110,8528531774,37.5222512,-78.6681938,45.1474422770701,32.241888933121,22.6106687898089,3.26620207622552,0.928947535907007,0.323892899759256,0.430464197632614,39.6879238535644,Warm Moist,Warm,Moist,Lo,Silty,Virginia,136.3403254,9277.038961,91.07287843,4129.205917,14.06664882,2562.259698
4,9,53,1779804,53,WA,Washington,0,G4000,A,172112588220,12559278850,47.4073238,-120.5757999,42.6002428209459,38.8532252956081,18.546531883446,0.777150788898202,-0.461989526334848,0.315774364346588,0.419038521792438,63.314512573384,Cool Moist,Cool,Moist,Lo,Silty,Washington,208.8460735,14210.56577,89.01778879,4356.513995,,
3,5,54,1779805,54,WV,West Virginia,0,G4000,A,62266474513,489028543,38.6472854,-80.6183274,41.7996527777778,37.8041666666667,20.3961805555556,2.65169332557254,-1.15125127695501,0.363357453876072,0.423619606441922,40.8649355040656,Warm Moist,Warm,Moist,Lo,Silty,West Virginia,140.5836643,9565.769537,87.51302651,3967.803731,5.942832213,3463.421901
2,3,55,1779806,55,WI,Wisconsin,0,G4000,A,140290039723,29344951758,44.6309071,-89.7093916,52.7365648674243,28.831025094697,18.4324100378788,1.31627073359083,-3.56946929295858,0.311274219530098,0.422260418805209,79.5939354824297,Cool Moist,Cool,Moist,SaLo,Sandy,Wisconsin,118.4848962,10720.69184,105.6089405,4788.264842,8.227028075,3322.194988
4,8,56,1779807,56,WY,Wyoming,0,G4000,A,251458544898,1867670745,42.9896591,-107.5443922,46.6893187421742,30.6094045279202,22.7012767299056,0.180610620869911,-5.52664222755534,0.199252757039618,0.429308379066182,27.4247633104018,Cool Dry,Cool,Dry,Lo,Silty,Wyoming,138.0007624,9390.020491,50.72788994,2299.981146,,
